Sample_ID,Collect_Site,Frog_ID,Sample_Status,Extract_Plate_ID,Extract_Date,Extract_Lab,Extract_Tech,Extract_Loc,Extract_Well_Pos,Extract_Neg_Cont,Extract_BdPosCont,QPCR_Plate_ID,QPCR_Date,QPCR_File_Name,QPCR_Lab,QPCR_Tech,QPCR_Well_Pos,QPCR_Diluted,QPCR_NegCont,Sample_Quality,Sample_IPC,Sample_Rerun,Sample_Bd,Sample_Bd_CT,Sample_Bd_qty,Sample_Bd_swab_qty,Sample_Bsal,Sample_Bsal_CT,Sample_Bsal_qty,Sample_Bsal_swab_qty,Notes
190226-16-LA01-LICL,LA,190226-16,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,C8,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,C9,no,negative,pass,pass,no,negative,,,,negative,,,,
190226-17-LA01-LICL,LA,190226-17,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,D8,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,D9,no,negative,pass,pass,no,positive,32.30933762,66.85970306,2674.388123,negative,,,,
190226-18-LA01-LICA,LA,190226-18,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,E8,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,E9,no,negative,pass,pass,no,positive,37.31435776,2.162932396,86.51729584,negative,,,,
190226-19-LA01-LICA,LA,190226-19,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,F8,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,F9,no,negative,pass,pass,no,negative,,,,negative,,,,
190226-20-LA01-LICA,LA,190226-20,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,G8,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,G9,no,negative,pass,pass,no,negative,,,,negative,,,,
190226-21-LA01-LICA,LA,190226-21,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,H8,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,H9,no,negative,pass,pass,no,positive,38.40496063,1.024101019,40.96404076,negative,,,,
190226-22-LA01-PSCR,LA,190226-22,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,A9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,A10,no,negative,pass,pass,no,positive,27.46907616,1846.006104,73840.24414,negative,,,,
190226-23-LA01-PSCR,LA,190226-23,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,B9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,B10,no,negative,pass,pass,no,negative,,,,negative,,,,
190226-24-LA01-PSCR,LA,190226-24,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,C9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,C10,no,negative,pass,pass,no,positive,26.16367722,4517.347656,180693.9063,negative,,,,
190226-25-LA01-PSCR,LA,190226-25,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,D9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,D10,no,negative,pass,pass,no,positive,25.32489204,8028.070313,321122.8125,negative,,,,
190226-26-LA01-PSCR,LA,190226-26,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,E9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,E10,no,negative,pass,pass,no,positive,25.83115196,5673.939941,226957.5977,negative,,,,
190226-27-LA01-PSCR,LA,190226-27,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,F9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,F10,no,negative,pass,pass,no,positive,38.86683273,0.746159613,29.84638453,negative,,,,
190226-28-LA01-PSCR,LA,190226-28,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,G9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,G10,no,negative,pass,pass,no,positive,24.2527504,16742.29297,669691.7188,negative,,,,
190226-29-LA01-PSCR,LA,190226-29,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,H9,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
190226-30-LA01-PSCR,LA,190226-30,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,A10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,A11,no,negative,pass,pass,no,positive,32.90155029,44.54999924,1781.999969,negative,,,,
190226-31-LA01-PSCR,LA,190226-31,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,B10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,B11,no,negative,pass,pass,no,positive,28.00827217,1275.559692,51022.3877,negative,,,,
190227-01-LA03-AMTA,LA,190227-01,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,C10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,C11,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-02-LA03-LISP,LA,190227-02,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,D10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,D11,no,negative,pass,pass,no,positive,27.1413765,2310.987793,92439.51172,negative,,,,
190227-03-LA03-LISP,LA,190227-03,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,E10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,E11,no,negative,pass,pass,no,positive,37.23004532,2.291632175,91.66528702,negative,,,,
190227-04-LA03-LISP,LA,190227-04,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,F10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,F11,no,negative,pass,pass,no,positive,30.59342957,216.7872925,8671.491699,negative,,,,
190227-05-LA03-LICL,LA,190227-05,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,G10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,G11,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-06-LA03-LICL,LA,190227-06,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,H10,negative,positive,SERDP_129_082819,8/28/19,SERDP_129_082819,RZ lab,CLN,H11,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-07-LA03-LICL,LA,190227-07,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,A11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,A1,no,negative,pass,pass,no,positive,36.32818604,3.660618782,146.4247513,negative,,,,
190227-08-LA03-LICA,LA,190227-08,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,B11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,B1,no,negative,pass,pass,no,positive,30.63439751,185.8444977,7433.779907,negative,,,,
190227-09-LA03-LICA,LA,190227-09,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,C11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,C1,no,negative,pass,pass,no,positive,29.69193459,356.0147095,14240.58838,negative,,,,
190227-10-LA03-LICA,LA,190227-10,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,D11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,D1,no,negative,pass,pass,no,positive,20.9388485,149103.2031,5964128.125,negative,,,,
190227-11-LA03-LICA,LA,190227-11,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,E11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,E1,no,negative,pass,pass,no,positive,35.30046082,7.437266827,297.4906731,negative,,,,
190227-12-LA03-ANFO,LA,190227-12,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,F11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,F1,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-13-LA03-ANFO,LA,190227-13,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,G11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,G1,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-14-LA03-ANFO,LA,190227-14,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,H11,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-15-LA03-ANFO,LA,190227-15,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,A12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,A2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-16-LA03-ANFO,LA,190227-16,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,B12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-17-LA03-ANFO,LA,190227-17,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,C12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-18-LA03-ANFO,LA,190227-18,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,D12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-19-LA03-ANFO,LA,190227-19,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,E12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,E2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-20-LA03-ANFO,LA,190227-20,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,F12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,F2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-21-LA03-ANFO,LA,190227-21,Complete,105_AHD,2019_08_09,RZlab,AHD,Pitt -80,G12,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,G2,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-22-LA03-ANFO,LA,190227-22,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,A1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,A3,no,negative,pass,pass,no,positive,36.98535919,2.326461554,93.05846214,negative,,,,
190227-23-LA03-ANFO,LA,190227-23,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,B1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-24-LA03-ANFO,LA,190227-24,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,C1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,C3,no,negative,pass,pass,no,positive,34.47663498,13.12784386,525.1137543,negative,,,,
190227-25-LA03-ANFO,LA,190227-25,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,D1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,D3,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-26-LA03-ANFO,LA,190227-26,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,E1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,E3,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-27-LA03-HYCH,LA,190227-27,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,F1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,F3,no,negative,pass,pass,no,positive,34.6375351,11.7488451,469.953804,negative,,,,
190227-28-LA03-PSCR,LA,190227-28,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,G1,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-30-LA03-PSCR,LA,190227-30,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,A2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,A4,no,negative,pass,pass,no,positive,30.61950111,187.763855,7510.554199,negative,,,,
190227-31-LA03-PSCR,LA,190227-31,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,B2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,B4,no,negative,pass,pass,no,positive,35.36022186,7.13693428,285.4773712,negative,,,,
190227-32-LA03-PSCR,LA,190227-32,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,C2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,C4,no,negative,pass,pass,no,positive,30.20601463,249.7315216,9989.260864,negative,,,,
190227-33-LA03-PSCR,LA,190227-33,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,D2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,D4,no,negative,pass,pass,no,positive,34.77841568,10.66090012,426.4360046,negative,,,,
190227-34-LA03-PSCR,LA,190227-34,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,E2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,E4,no,negative,pass,pass,no,negative,,,,negative,,,,
190227-35-LA03-PSCR,LA,190227-35,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,F2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,F4,no,negative,pass,pass,no,positive,26.19604874,3968.929199,158757.168,negative,,,,
190228-01-LA04-LICL,LA,190228-01,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,H2,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,H4,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-02-LA04-LICL,LA,190228-02,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,A3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,A5,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-03-LA04-LICL,LA,190228-03,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,B3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,B5,no,negative,pass,pass,no,positive,33.72431564,22.05735397,882.2941589,negative,,,,
190228-04-LA04-LICL,LA,190228-04,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,C3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,C5,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-05-LA04-LICA,LA,190228-05,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,D3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,D5,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-06-LA04-LICL,LA,190228-06,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,E3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,E5,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-07-LA04-PSCR,LA,190228-07,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,F3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,F5,no,negative,pass,pass,no,positive,27.79375267,1318.485229,52739.40918,negative,,,,
190228-08-LA04-PSCR,LA,190228-08,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,G3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,G5,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-09-LA04-HYCI,LA,190228-09,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,H3,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,H5,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-10-LA04-HYCI,LA,190228-10,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,A4,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,A6,no,negative,pass,pass,no,positive,37.92510986,1.216718435,48.66873741,negative,,,,
190228-11-LA04-HYCI,LA,190228-11,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,B4,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,B6,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-12-LA04-HYCI,LA,190228-12,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,C4,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,C6,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-13-LA04-HYCH,LA,190228-13,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,D4,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,D6,no,negative,pass,pass,no,negative,,,,negative,,,,
190228-14-LA04-PSCR,LA,190228-14,Complete,106_AHD,2019_08_09,RZlab,AHD,Pitt -80,E4,negative,positive,SERDP_130_083019,2019_08_30,SERDP_130_083019,RZlab,CLN,E6,no,negative,pass,pass,no,positive,26.55158997,3105.772705,124230.9082,negative,,,,
190506-01-LA01-LICL,LA,190506-01,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,F10,no,negative,pass,pass,no,positive,36.16173553,2.76052928,110.4211712,negative,,,,
190506-02-LA01-LICL,LA,190506-02,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,G10,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-03-LA01-LICL,LA,190506-03,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H6,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,H10,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-04-LA01-LICL,LA,190506-04,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,A11,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-05-LA01-LICL,LA,190506-05,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,B11,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-06-LA01-LICL,LA,190506-06,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,C11,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-07-LA01-LICL,LA,190506-07,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,D11,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-08-LA01-LICL,LA,190506-08,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,E11,no,negative,pass,pass,no,positive,33.31773376,17.63260078,705.3040314,negative,,,,
190506-09-LA01-LICL,LA,190506-09,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,F11,no,negative,pass,pass,no,positive,38.01010513,0.827174783,33.08699131,negative,,,,
190506-10-LA01-LICL,LA,190506-10,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,G11,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-11-LA01-LICL,LA,190506-11,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H7,negative,positive,SERDP_132_091619,2019_09_16,SERDP_132_091619,RZlab,CLN,H11,no,negative,pass,pass,no,positive,35.37371445,4.614588261,184.5835304,negative,,,,
190506-12-LA01-LICL,LA,190506-12,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,A1,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-13-LA01-LICA,LA,190506-13,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,B1,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-14-LA01-HYCH,LA,190506-14,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,C1,no,negative,pass,pass,no,negative,,,,negative,,,,
190506-15-LA01-EUQU,LA,190506-15,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,D1,no,negative,pass,pass,no,positive,37.09915161,8.017716408,320.7086563,negative,,,,
190507-01-LA04-LISP,LA,190507-01,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,E1,no,negative,pass,pass,no,positive,39.26283264,1.878889561,75.15558243,negative,,,,
190507-02-LA04-LICL,LA,190507-02,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,F1,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-03-LA04-LICL,LA,190507-03,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,G1,no,negative,pass,pass,no,positive,37.14623642,7.768509865,310.7403946,negative,,,,
190507-04-LA04-LICL,LA,190507-04,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H8,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,H1,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-05-LA04-LICL,LA,190507-05,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,A2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-06-LA04-HYCI,LA,190507-06,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,B2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-07-LA04-HYCI,LA,190507-07,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,C2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-08-LA04-HYCI,LA,190507-08,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,D2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-09-LA04-HYCI,LA,190507-09,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,E2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-10-LA04-HYCI,LA,190507-10,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,F2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-11-LA04-HYCH,LA,190507-11,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,G2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-12-LA04-HYCH,LA,190507-12,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H9,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,H2,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-13-LA04-HYCH,LA,190507-13,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,A3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-14-LA04-HYCH,LA,190507-14,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,B3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-15-LA04-HYCH,LA,190507-15,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,C3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-16-LA04-HYCH,LA,190507-16,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,D10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,D3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-17-LA04-HYCH,LA,190507-17,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,E10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,E3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-18-LA04-HYCH,LA,190507-18,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,F10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,F3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-19-LA04-HYCH,LA,190507-19,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,G10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,G3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-20-LA04-HYCH,LA,190507-20,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,H10,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,H3,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-21-LA04-HYCH,LA,190507-21,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,A11,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,A4,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-22-LA04-HYCH,LA,190507-22,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,B11,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,B4,no,negative,pass,pass,no,negative,,,,negative,,,,
190507-23-LA04-HYCH,LA,190507-23,Complete,108_AHD,2019_08_13,RZlab,AHD,Pitt -80,C11,negative,positive,SERDP_133_091619,2019_09_16,SERDP_133_091619,RZlab,CLN,C4,no,negative,pass,pass,no,negative,,,,negative,,,,
